                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.92861,                0.82786,                  1.192,                0.81318,                0.89427,                0.85832,                0.56777,                 1.5289,                 1.0862,                 1.5411,             0.00038711,             0.00038711,             0.00038711
                     34,                 1.0196,                 1.0981,                  1.249,                0.81001,                0.88955,                0.81697,                0.50139,                 1.5681,                 1.0898,                 1.5507,              0.0003759,              0.0003759,              0.0003759
                     35,                0.78715,                0.79455,                 1.1539,                0.81398,                0.89148,                0.85852,                0.51789,                  1.584,                 1.1072,                 1.5601,             0.00036336,             0.00036336,             0.00036336
                     36,                0.84663,                0.79204,                  1.121,                0.81398,                0.89148,                0.85852,                0.51789,                  1.584,                 1.1072,                 1.5601,              0.0003495,              0.0003495,              0.0003495
                     37,                0.89889,                0.84864,                 1.1553,                 0.8115,                0.88997,                0.85863,                 0.5198,                 1.5929,                 1.1224,                 1.5658,             0.00033432,             0.00033432,             0.00033432
                     38,                0.79829,                0.74495,                 1.1384,                0.80443,                0.87481,                0.85842,                0.49903,                 1.5965,                 1.1253,                 1.5688,             0.00031782,             0.00031782,             0.00031782
                     39,                0.73164,                0.68652,                 1.0781,                0.80443,                0.87481,                0.85842,                0.49903,                 1.5965,                 1.1253,                 1.5688,                 0.0003,                 0.0003,                 0.0003
                     40,                 0.9758,                0.76237,                 1.3002,                0.77971,                0.87764,                0.85887,                0.49804,                 1.5869,                 1.1618,                 1.5737,             0.00028086,             0.00028086,             0.00028086
                     41,                0.94586,                0.83381,                 1.2771,                0.76694,                0.88046,                0.85887,                0.51601,                 1.5848,                 1.1807,                 1.5688,              0.0002604,              0.0002604,              0.0002604
                     42,                 1.1186,                0.92841,                 1.4969,                0.76694,                0.88046,                0.85887,                0.51601,                 1.5848,                 1.1807,                 1.5688,             0.00023861,             0.00023861,             0.00023861
                     43,                0.80035,                0.77203,                  1.175,                0.76518,                0.87374,                0.85863,                0.50309,                 1.5512,                 1.2349,                 1.5493,             0.00021551,             0.00021551,             0.00021551
                     44,                 0.8696,                0.79991,                   1.21,                0.76518,                0.87374,                0.85863,                0.50309,                 1.5512,                 1.2349,                 1.5493,             0.00019109,             0.00019109,             0.00019109
                     45,                0.83051,                0.73954,                 1.1723,                0.84939,                0.76725,                0.85875,                0.48547,                 1.5377,                 1.2542,                 1.5386,             0.00016535,             0.00016535,             0.00016535
                     46,                0.84253,                0.82355,                 1.1663,                0.84939,                0.76725,                0.85875,                0.48547,                 1.5377,                 1.2542,                 1.5386,             0.00013829,             0.00013829,             0.00013829
                     47,                0.83596,                0.74888,                 1.1191,                0.82849,                0.77656,                0.85863,                0.48534,                 1.5285,                 1.2518,                 1.5382,             0.00010991,             0.00010991,             0.00010991
                     48,                0.66318,                0.80345,                 1.1429,                0.82849,                0.77656,                0.85863,                0.48534,                 1.5285,                 1.2518,                 1.5382,             8.0203e-05,             8.0203e-05,             8.0203e-05
                     49,                0.82341,                0.78456,                 1.1086,                0.83352,                0.76259,                0.85852,                0.48513,                 1.5217,                 1.2507,                 1.5388,              4.918e-05,              4.918e-05,              4.918e-05
